,yr_district_id,winner_votes,totalvotes,year,state,winner,winner_party,writein,district_id,winner_voteshare,total_dem_votes,total_rep_votes,total_dem_vote_share,total_rep_vote_share
7073,2008-IA-05,159430,266437,2008,Iowa,Steve King,republican,FALSE,IA-05,0.598377853,99601,159430,0.373825707,0.598377853
7508,2010-IA-05,128363,195239,2010,Iowa,Steve King,republican,FALSE,IA-05,0.657465978,63160,128363,0.32350094,0.657465978
103,1976-IA-06,133507,198002,1976,Iowa,Berkley Bedell,democrat,FALSE,IA-06,0.674270967,133507,62292,0.674270967,0.314602883
538,1978-IA-06,87139,131459,1978,Iowa,Berkley Bedell,democrat,FALSE,IA-06,0.662860664,87139,44320,0.662860664,0.337139336
973,1980-IA-06,129460,201326,1980,Iowa,Berkley Bedell,democrat,FALSE,IA-06,0.643036667,129460,71866,0.643036667,0.356963333
1416,1982-IA-06,101690,158184,1982,Iowa,Berkley Bedell,democrat,FALSE,IA-06,0.642858949,101690,56487,0.642858949,0.357096799
1851,1984-IA-06,127706,205888,1984,Iowa,Berkley Bedell,democrat,FALSE,IA-06,0.620269273,127706,78182,0.620269273,0.379730727
2286,1986-IA-06,81861,160679,1986,Iowa,Fred Grandy,republican,FALSE,IA-06,0.50946919,78807,81861,0.49046235,0.50946919
2721,1988-IA-06,125859,195478,1988,Iowa,Fred Grandy,republican,FALSE,IA-06,0.643852505,69614,125859,0.356121917,0.643852505
3156,1990-IA-06,112333,156459,1990,Iowa,Fred Grandy,republican,FALSE,IA-06,0.717970842,44063,112333,0.281626496,0.717970842
104,1976-ID-01,95833,175495,1976,Idaho,Steven D. Symms,republican,FALSE,ID-01,0.546072538,79662,95833,0.453927462,0.546072538
539,1978-ID-01,86680,144652,1978,Idaho,Steven D. Symms,republican,FALSE,ID-01,0.599231258,57972,86680,0.400768742,0.599231258
974,1980-ID-01,116845,217542,1980,Idaho,Larry Craig,republican,FALSE,ID-01,0.537114672,100697,116845,0.462885328,0.537114672
1417,1982-ID-01,86277,160665,1982,Idaho,Larry Craig,republican,FALSE,ID-01,0.536999346,74388,86277,0.463000654,0.536999346
1852,1984-ID-01,139085,202676,1984,Idaho,Larry Craig,republican,FALSE,ID-01,0.686243068,63591,139085,0.313756932,0.686243068
2287,1986-ID-01,120553,185124,1986,Idaho,Larry Craig,republican,FALSE,ID-01,0.651201357,59723,120553,0.322610791,0.651201357
2722,1988-ID-01,135221,205549,1988,Idaho,Larry Craig,republican,FALSE,ID-01,0.657852872,70328,135221,0.342147128,0.657852872
3157,1990-ID-01,85054,160460,1990,Idaho,Larry LaRocco,democrat,FALSE,ID-01,0.530063567,85054,75406,0.530063567,0.469936433
3604,1992-ID-01,140985,242890,1992,Idaho,Larry LaRocco,democrat,FALSE,ID-01,0.580447939,140985,90983,0.580447939,0.374585203
4039,1994-ID-01,111728,201554,1994,Idaho,Helen Chenoweth,republican,FALSE,ID-01,0.554332834,89826,111728,0.445667166,0.554332834
4474,1996-ID-01,132344,264778,1996,Idaho,Helen Chenoweth,republican,FALSE,ID-01,0.499830046,125899,132344,0.4754889,0.499830046
4896,1998-ID-01,113231,204884,1998,Idaho,Helen Chenoweth,republican,FALSE,ID-01,0.552659066,91653,113231,0.447340934,0.552659066
5331,2000-ID-01,173743,268116,2000,Idaho,"C. L. """"Butch"""" Otter",republican,FALSE,ID-01,0.648014292,84080,179836,0.313595608,0.670739531
5773,2002-ID-01,120743,206141,2002,Idaho,"C. L. """"Butch"""" Otter",republican,FALSE,ID-01,0.585730156,80269,125872,0.389388816,0.610611184
6208,2004-ID-01,207662,298589,2004,Idaho,"C. L. """"Butch"""" Otter",republican,FALSE,ID-01,0.69547773,90927,207662,0.30452227,0.69547773
6643,2006-ID-01,115843,231974,2006,Idaho,Bill Sali,republican,FALSE,ID-01,0.499379241,103935,115843,0.448045902,0.499379241
7074,2008-ID-01,175898,347585,2008,Idaho,Walt Minnick,democrat,FALSE,ID-01,0.506057511,175898,171687,0.506057511,0.493942489
7509,2010-ID-01,126231,247427,2010,Idaho,Raul R. Labrador,republican,FALSE,ID-01,0.510174718,102135,130927,0.412788418,0.529154054
7947,2012-ID-01,199402,316724,2012,Idaho,Raul R. Labrador,republican,FALSE,ID-01,0.62957654,97450,211667,0.307681136,0.668301108
8382,2014-ID-01,143580,220864,2014,Idaho,Raul R. Labrador,republican,FALSE,ID-01,0.650083309,77277,143580,0.349884997,0.650083309
8817,2016-ID-01,242252,355357,2016,Idaho,Raul R. Labrador,republican,FALSE,ID-01,0.681714445,113052,242252,0.318136409,0.681714445
9252,2018-ID-01,197719,315069,2018,Idaho,Russ Fulcher,republican,FALSE,ID-01,0.627541904,96922,203154,0.307621505,0.644792093
105,1976-ID-02,84175,166412,1976,Idaho,George Hansen,republican,FALSE,ID-02,0.505822897,82237,84175,0.494177103,0.505822897
540,1978-ID-02,80591,140631,1978,Idaho,George Hansen,republican,FALSE,ID-02,0.573067105,60040,80591,0.426932895,0.573067105
975,1980-ID-02,116196,197560,1980,Idaho,George Hansen,republican,FALSE,ID-02,0.588155497,81364,116196,0.411844503,0.588155497
1418,1982-ID-02,83873,160481,1982,Idaho,George Hansen,republican,FALSE,ID-02,0.522635078,76608,83873,0.477364922,0.522635078
1853,1984-ID-02,101266,202399,1984,Idaho,Richard Stallings,democrat,FALSE,ID-02,0.500328559,101266,101133,0.500328559,0.499671441
2288,1986-ID-02,103035,189563,1986,Idaho,Richard Stallings,democrat,FALSE,ID-02,0.543539615,103035,86528,0.543539615,0.456460385
2723,1988-ID-02,127956,201885,1988,Idaho,Richard Stallings,democrat,FALSE,ID-02,0.633806375,127956,73929,0.633806375,0.366193625
3158,1990-ID-02,98008,154052,1990,Idaho,Richard Stallings,democrat,FALSE,ID-02,0.636200763,98008,56044,0.636200763,0.363799237
3605,1992-ID-02,139783,229957,1992,Idaho,Michael D. Crapo,republican,FALSE,ID-02,0.607865818,81450,139783,0.354196654,0.607865818
4040,1994-ID-02,143593,191529,1994,Idaho,Michael D. Crapo,republican,FALSE,ID-02,0.749719364,47936,143593,0.250280636,0.749719364
4475,1996-ID-02,157646,229248,1996,Idaho,Michael D. Crapo,republican,FALSE,ID-02,0.687665759,67625,157646,0.294986216,0.687665759
4897,1998-ID-02,91337,173945,1998,Idaho,Michael K. Simpson,republican,FALSE,ID-02,0.525091264,77736,91337,0.446899882,0.525091264
5332,2000-ID-02,158912,224719,2000,Idaho,Michael K. Simpson,republican,FALSE,ID-02,0.707158718,58265,166454,0.259279367,0.740720633
5774,2002-ID-02,135605,198882,2002,Idaho,Michael K. Simpson,republican,FALSE,ID-02,0.681836466,57769,141113,0.29046872,0.70953128
6209,2004-ID-02,193704,273837,2004,Idaho,Michael K. Simpson,republican,FALSE,ID-02,0.707369713,80133,193704,0.292630287,0.707369713
6644,2006-ID-02,132262,213332,2006,Idaho,Michael K. Simpson,republican,FALSE,ID-02,0.619982,73441,132262,0.344256839,0.619982
7075,2008-ID-02,205777,290267,2008,Idaho,Michael K. Simpson,republican,FALSE,ID-02,0.708923164,83878,205777,0.288968433,0.708923164
7510,2010-ID-02,137468,199717,2010,Idaho,Michael K. Simpson,republican,FALSE,ID-02,0.688313964,48749,137468,0.244090388,0.688313964
7948,2012-ID-02,207412,318494,2012,Idaho,Michael K. Simpson,republican,FALSE,ID-02,0.651227339,110847,207412,0.348034814,0.651227339
8383,2014-ID-02,131492,214293,2014,Idaho,Michael K. Simpson,republican,FALSE,ID-02,0.613608471,82801,131492,0.386391529,0.613608471
8818,2016-ID-02,205292,326237,2016,Idaho,Michael K. Simpson,republican,FALSE,ID-02,0.629272584,95940,205292,0.294080684,0.629272584
9253,2018-ID-02,170274,280655,2018,Idaho,Michael K. Simpson,republican,FALSE,ID-02,0.606702179,110381,170274,0.393297821,0.606702179
106,1976-IL-01,126632,137193,1976,Illinois,Ralph H. Metcalfe,democrat,FALSE,IL-01,0.923020854,126830,10147,0.924464076,0.073961499
541,1978-IL-01,47581,81279,1978,Illinois,Bennett M. Stewart,democrat,FALSE,IL-01,0.585403364,47581,33540,0.585403364,0.412652715
976,1980-IL-01,119562,125223,1980,Illinois,Harold Washington,democrat,FALSE,IL-01,0.95479265,119562,5660,0.95479265,0.045199364
1419,1982-IL-01,172641,177462,1982,Illinois,Harold Washington,democrat,FALSE,IL-01,0.972833621,172641,4820,0.972833621,0.027160744
1854,1984-IL-01,177438,185534,1984,Illinois,Charles A. Hayes,democrat,FALSE,IL-01,0.956363793,185524,0,0.999946102,0
2289,1986-IL-01,122376,126948,1986,Illinois,Charles A. Hayes,democrat,FALSE,IL-01,0.963985254,122376,4572,0.963985254,0.036014746
2724,1988-IL-01,164125,170878,1988,Illinois,Charles A. Hayes,democrat,FALSE,IL-01,0.960480577,164125,6753,0.960480577,0.039519423
3159,1990-IL-01,100890,107598,1990,Illinois,Charles A. Hayes,democrat,FALSE,IL-01,0.937656834,100890,6708,0.937656834,0.062343166
3606,1992-IL-01,209258,252711,1992,Illinois,Bobby L. Rush,democrat,FALSE,IL-01,0.828052598,209258,43453,0.828052598,0.171947402
4041,1994-IL-01,112474,148512,1994,Illinois,Bobby L. Rush,democrat,FALSE,IL-01,0.757339474,112474,36038,0.757339474,0.242660526
4476,1996-IL-01,174005,203113,1996,Illinois,Bobby L. Rush,democrat,FALSE,IL-01,0.856690611,174005,29108,0.856690611,0.143309389
4898,1998-IL-01,151890,174365,1998,Illinois,Bobby L. Rush,democrat,FALSE,IL-01,0.871103719,151890,22475,0.871103719,0.128896281
5333,2000-IL-01,172271,196186,2000,Illinois,Bobby L. Rush,democrat,FALSE,IL-01,0.878100374,172271,23915,0.878100374,0.121899626
5775,2002-IL-01,149068,183656,2002,Illinois,Bobby L. Rush,democrat,FALSE,IL-01,0.811669643,149068,34588,0.811669643,0.188330357
6210,2004-IL-01,212109,249949,2004,Illinois,Bobby L. Rush,democrat,FALSE,IL-01,0.848609116,212109,37840,0.848609116,0.151390884
6645,2006-IL-01,146623,174427,2006,Illinois,Bobby L. Rush,democrat,FALSE,IL-01,0.840598073,146623,27804,0.840598073,0.159401927
7076,2008-IL-01,233036,271397,2008,Illinois,Bobby L. Rush,democrat,FALSE,IL-01,0.858653559,233036,38361,0.858653559,0.141346441
7511,2010-IL-01,148170,184386,2010,Illinois,Bobby L. Rush,democrat,FALSE,IL-01,0.803585956,155133,29253,0.841349126,0.158650874
7949,2012-IL-01,236854,320844,2012,Illinois,Bobby L. Rush,democrat,FALSE,IL-01,0.73822169,236854,83989,0.73822169,0.261775193
8384,2014-IL-01,162268,222017,2014,Illinois,Bobby L. Rush,democrat,FALSE,IL-01,0.730880969,162268,59749,0.730880969,0.269119031
8819,2016-IL-01,234037,315862,2016,Illinois,Bobby L. Rush,democrat,FALSE,IL-01,0.740946996,234037,81817,0.740946996,0.259027677
9254,2018-IL-01,189560,257885,2018,Illinois,Bobby L. Rush,democrat,FALSE,IL-01,0.735056324,189560,50960,0.735056324,0.197607461
107,1976-IL-02,127297,150335,1976,Illinois,Morgan F. Murphy,democrat,FALSE,IL-02,0.846755579,127297,23037,0.846755579,0.153237769
542,1978-IL-02,80906,94077,1978,Illinois,Morgan F. Murphy,democrat,FALSE,IL-02,0.859997661,80906,11104,0.859997661,0.118030975
977,1980-IL-02,129771,147302,1980,Illinois,Gus Savage,democrat,FALSE,IL-02,0.880986002,129771,17428,0.880986002,0.118314755
1420,1982-IL-02,140827,161794,1982,Illinois,Gus Savage,democrat,FALSE,IL-02,0.870409286,140827,20670,0.870409286,0.127755047
1855,1984-IL-02,155349,187215,1984,Illinois,Gus Savage,democrat,FALSE,IL-02,0.82978928,155349,31865,0.82978928,0.170205379
2290,1986-IL-02,99268,118417,1986,Illinois,Gus Savage,democrat,FALSE,IL-02,0.838291799,99268,19149,0.838291799,0.161708201
2725,1988-IL-02,138256,167087,1988,Illinois,Gus Savage,democrat,FALSE,IL-02,0.827449173,138256,28831,0.827449173,0.172550827
3160,1990-IL-02,80245,102595,1990,Illinois,Gus Savage,democrat,FALSE,IL-02,0.782153126,80245,22350,0.782153126,0.217846874
3607,1992-IL-02,182614,233864,1992,Illinois,Mel Reynolds,democrat,FALSE,IL-02,0.78085554,182614,31957,0.78085554,0.136647795
4042,1994-IL-02,93998,95855,1994,Illinois,Mel Reynolds,democrat,FALSE,IL-02,0.980626989,93998,0,0.980626989,0
4477,1996-IL-02,172648,183543,1996,Illinois,"Jesse L. Jackson, Jr.",democrat,FALSE,IL-02,0.940640613,172648,10880,0.940640613,0.059277662
4899,1998-IL-02,148985,166668,1998,Illinois,"Jesse L. Jackson, Jr.",democrat,FALSE,IL-02,0.893902849,148985,17683,0.893902849,0.106097151
5334,2000-IL-02,175995,195901,2000,Illinois,"Jesse L. Jackson, Jr.",democrat,FALSE,IL-02,0.898387451,175995,19906,0.898387451,0.101612549
5776,2002-IL-02,151443,184010,2002,Illinois,"Jesse L. Jackson, Jr.",democrat,FALSE,IL-02,0.823015054,151443,32567,0.823015054,0.176984946
6211,2004-IL-02,207535,234525,2004,Illinois,"Jesse L. Jackson, Jr.",democrat,FALSE,IL-02,0.88491632,207535,26990,0.88491632,0.11508368
6646,2006-IL-02,146347,172490,2006,Illinois,"Jesse L. Jackson, Jr.",democrat,FALSE,IL-02,0.848437591,146347,26143,0.848437591,0.151562409
7077,2008-IL-02,251052,280776,2008,Illinois,"Jesse L. Jackson, Jr.",democrat,FALSE,IL-02,0.894136251,251052,29721,0.894136251,0.105853064
7512,2010-IL-02,150666,187113,2010,Illinois,"Jesse L. Jackson, Jr.",democrat,FALSE,IL-02,0.805213962,161230,25883,0.861671824,0.138328176
7950,2012-IL-02,188303,297712,2012,Illinois,"Jesse L. Jackson, Jr.",democrat,FALSE,IL-02,0.632500537,188303,69115,0.632500537,0.232153894
8385,2014-IL-02,160337,204266,2014,Illinois,Robin L. Kelly,democrat,FALSE,IL-02,0.784942183,160337,43799,0.784942183,0.214421392
8820,2016-IL-02,235051,294522,2016,Illinois,Robin L. Kelly,democrat,FALSE,IL-02,0.798076205,235051,59471,0.798076205,0.201923795
9255,2018-IL-02,190684,235251,2018,Illinois,Robin L. Kelly,democrat,FALSE,IL-02,0.810555534,190684,44567,0.810555534,0.189444466
108,1976-IL-03,115591,196365,1976,Illinois,Martin A. Russo,democrat,FALSE,IL-03,0.588653782,115591,79434,0.588653782,0.404522191
543,1978-IL-03,95701,146800,1978,Illinois,Martin A. Russo,democrat,FALSE,IL-03,0.651914169,95701,51098,0.651914169,0.348079019
978,1980-IL-03,137283,199240,1980,Illinois,Martin A. Russo,democrat,FALSE,IL-03,0.689033327,137283,61955,0.689033327,0.310956635
1421,1982-IL-03,137391,185659,1982,Illinois,Martin A. Russo,democrat,FALSE,IL-03,0.74001799,137391,48268,0.74001799,0.25998201
1856,1984-IL-03,143363,222582,1984,Illinois,Martin A. Russo,democrat,FALSE,IL-03,0.644090717,143363,79218,0.644090717,0.35590479
2291,1986-IL-03,102949,155567,1986,Illinois,Martin A. Russo,democrat,FALSE,IL-03,0.661766313,102949,52618,0.661766313,0.338233687
2726,1988-IL-03,132111,212292,1988,Illinois,Martin A. Russo,democrat,FALSE,IL-03,0.622307953,132111,80181,0.622307953,0.377692047
3161,1990-IL-03,110512,155811,1990,Illinois,Martin A. Russo,democrat,FALSE,IL-03,0.709269564,110512,45299,0.709269564,0.290730436
3608,1992-IL-03,162165,255293,1992,Illinois,William O. Lipinski,democrat,FALSE,IL-03,0.635211306,162165,93128,0.635211306,0.364788694
4043,1994-IL-03,92353,170516,1994,Illinois,William O. Lipinski,democrat,FALSE,IL-03,0.541608999,92353,78163,0.541608999,0.458391001
4478,1996-IL-03,137153,209916,1996,Illinois,William O. Lipinski,democrat,FALSE,IL-03,0.653370872,137153,69120,0.653370872,0.329274567
4900,1998-IL-03,115887,159899,1998,Illinois,William O. Lipinksi,democrat,FALSE,IL-03,0.724751249,115887,44012,0.724751249,0.275248751
5335,2000-IL-03,145498,192503,2000,Illinois,William O. Lipinski,democrat,FALSE,IL-03,0.755821987,145498,47005,0.755821987,0.244178013
5777,2002-IL-03,156042,156042,2002,Illinois,William O. Lipinski,democrat,FALSE,IL-03,1,156042,0,1,0
6212,2004-IL-03,167034,229956,2004,Illinois,Daniel William Lipinski,democrat,FALSE,IL-03,0.726373741,167034,57845,0.726373741,0.251548122
6647,2006-IL-03,127768,165722,2006,Illinois,Daniel William Lipinski,democrat,FALSE,IL-03,0.770977903,127768,37954,0.770977903,0.229022097
7078,2008-IL-03,172581,235524,2008,Illinois,Daniel William Lipinski,democrat,FALSE,IL-03,0.73275335,185188,50336,0.786280804,0.213719196
7513,2010-IL-03,116120,166627,2010,Illinois,Daniel William Lipinski,democrat,FALSE,IL-03,0.696885859,126148,40479,0.757068182,0.242931818
7951,2012-IL-03,168738,246398,2012,Illinois,Daniel William Lipinski,democrat,FALSE,IL-03,0.68481887,168738,77653,0.68481887,0.31515272
8386,2014-IL-03,116764,180855,2014,Illinois,Daniel William Lipinski,democrat,FALSE,IL-03,0.645622184,116764,64091,0.645622184,0.354377816
8821,2016-IL-03,225320,225411,2016,Illinois,Daniel William Lipinski,democrat,FALSE,IL-03,0.999596293,225320,0,0.999596293,0
9256,2018-IL-03,163053,223334,2018,Illinois,Daniel William Lipinski,democrat,FALSE,IL-03,0.73008588,163053,57885,0.73008588,0.259185793
109,1976-IL-04,124847,189772,1976,Illinois,Edward Derwinski,republican,FALSE,IL-04,0.657878928,64924,124847,0.342115802,0.657878928
544,1978-IL-04,94435,141229,1978,Illinois,Edward Derwinski,republican,FALSE,IL-04,0.668665784,46788,94435,0.331291732,0.668665784
979,1980-IL-04,152377,224192,1980,Illinois,Edward Derwinski,republican,FALSE,IL-04,0.679671888,71814,152377,0.320323651,0.679671888
1422,1982-IL-04,79842,146172,1982,Illinois,George M. O'Brien,republican,FALSE,IL-04,0.546219522,66323,79842,0.453732589,0.546219522
1857,1984-IL-04,121744,190291,1984,Illinois,George M. O'Brien,republican,FALSE,IL-04,0.639778024,68547,121744,0.360221976,0.639778024
2292,1986-IL-04,61583,119356,1986,Illinois,Jack Davis,republican,FALSE,IL-04,0.515960656,57773,61583,0.484039344,0.515960656
2727,1988-IL-04,91282,181525,1988,Illinois,George E. Sangmeister,democrat,FALSE,IL-04,0.502861865,91282,90243,0.502861865,0.497138135
3162,1990-IL-04,77290,130548,1990,Illinois,George E. Sangmeister,democrat,FALSE,IL-04,0.592042774,77290,53258,0.592042774,0.407957226
3609,1992-IL-04,90452,116606,1992,Illinois,Luis V. Gutierrez,democrat,FALSE,IL-04,0.775706224,90452,26154,0.775706224,0.224293776
4044,1994-IL-04,46695,62079,1994,Illinois,Luis V. Gutierrez,democrat,FALSE,IL-04,0.75218673,46695,15384,0.75218673,0.24781327
4479,1996-IL-04,85278,91135,1996,Illinois,Luis V. Gutierrez,democrat,FALSE,IL-04,0.935732704,85278,5857,0.935732704,0.064267296
4901,1998-IL-04,54244,66356,1998,Illinois,Luis V. Gutierrez,democrat,FALSE,IL-04,0.817469407,54244,12112,0.817469407,0.182530593
5336,2000-IL-04,89487,100963,2000,Illinois,Luis V. Gutierrez,democrat,FALSE,IL-04,0.886334598,89487,11476,0.886334598,0.113665402
5778,2002-IL-04,67339,84513,2002,Illinois,Luis V. Gutierrez,democrat,FALSE,IL-04,0.79678866,67339,17174,0.79678866,0.20321134
6213,2004-IL-04,104761,125142,2004,Illinois,Luis V. Gutierrez,democrat,FALSE,IL-04,0.837137012,104761,20381,0.837137012,0.162862988
6648,2006-IL-04,69910,81442,2006,Illinois,Luis V. Gutierrez,democrat,FALSE,IL-04,0.858402299,69910,11532,0.858402299,0.141597701
7079,2008-IL-04,112529,139606,2008,Illinois,Luis V. Gutierrez,democrat,FALSE,IL-04,0.806047018,123582,16024,0.885219833,0.114780167
7514,2010-IL-04,63273,81792,2010,Illinois,Luis V. Gutierrez,democrat,FALSE,IL-04,0.773584214,70081,11711,0.856819738,0.143180262
7952,2012-IL-04,133226,160509,2012,Illinois,Luis V. Gutierrez,democrat,FALSE,IL-04,0.830021993,133226,27279,0.830021993,0.169953087
8387,2014-IL-04,79666,101944,2014,Illinois,Luis V. Guti_rrez,democrat,FALSE,IL-04,0.781468257,79666,22278,0.781468257,0.218531743
